filename,status,baseline_score,few_shot_examples_score,chain_of_thought_score
Long-term+toxicity+and+carcinogenicity+study+of+cyclamate+in+nonhuman+primates_.txt,processed,0,0.2,0.1
Development+of+novel+conductometric+biosensors+based+on+immobilized+whole+cell+Chlorella+vulgaris+microalgae_.txt,processed,0.1111111111,0.5,0.2
The+pathophysiology+of+serotonin+toxicity+in+animals+and+humans%3A+implications+for+diagnosis+and+treatment_.txt,processed,0,0.1,0.1
Relative+toxicity+of+selective+serotonin+reuptake+inhibitors+%28SSRIs%29+in+overdose._.txt,processed,0,0.2,0.1
Decolorization+of+molasses+and+a+dye+by+a+newly+isolated+strain+of+the+fungus+Geotrichum+candidum+Dec+1_.txt,processed,1,0.9,0.9
Use+of+sequencing+batch+reactors+and+fenton%E2%80%99s+reagent+to+treat+a+wastewater+from+a+textile+industry_.txt,processed,0.3333333333,0.9,0.6
Carrier-mediated+release+of+serotonin+by+3%2C4-methylenedioxymethamphetamine%3A+implications+for+serotonin-dopamine+interactions_.txt,processed,0,0.3,0.1
Taxonomy+and+ecology%3A+An+inseparable+pair_.txt,processed,0,0.3,0.2
Occurrence+of+multiple+metal-resistance+in+bacterial+isolates+associated+with+transgenic+white+poplars+%28Populus+alba+L.%29_.txt,processed,0.6666666667,0.8,0.2
Dyes+decolorized+by+combined+SlivCV+clones_.txt,processed,0.7777777778,0.8,0.2
Biodegradation+of+disperse+textile+dye+brown+3REL+by+newly+isolated+Bacillus+sp.+VUS_.txt,processed,0,0.6,0.2
Detoxification+of+azo+dyes+by+a+novel+pH-versatile%2C+salt-resistant+laccase+from+Streptomyces+ipomoea_.txt,processed,0.7777777778,0.8,0.7
Bioaugmentation+on+decolorization+of+CI+Direct+Blue+71+by+using+genetically+engineered+strain+Escherichia+coli+JM109+%28pGEX-AZR%29_.txt,processed,0.4444444444,0.6,0.7
Mycobacterium+smegmatis+mc2+155+fbiC+and+MSMEG_2392+are+involved+in+triphenylmethane+dye+decolorization+and+coenzyme+F420+biosynthesis_.txt,processed,0,0.1,0.1
Immersion+calorimetry+studies+of+the+interaction+of+water+with+silica+surfaces_.txt,processed,0.2222222222,0.2,0.4
Bioremediation+of+pendimethalin-contaminated+soil_.txt,processed,0.4444444444,0.8,0.9
Degradation+of+Azo-Dye-Rp2B+by+Pseudomonas+luteola_.txt,processed,0.1111111111,0.8,0.2
Designer+self-assembling+peptide+scaffolds+for+3-D+tissue+cell+cultures+and+regenerative+medicine_.txt,processed,0,0.2,0.2
Synthesis%2C+biological+evaluation+and+physicochemical+parameter+studies+of+potential+topoisomerase+inhibitors_.txt,processed,0.2222222222,0.2,0.4
CNS+toxicity+involving+methylene+blue%3A+the+exemplar+for+understanding+and+predicting+drug+interactions+that+precipitate+serotonin+toxicity_.txt,processed,0,0.1,0.1
Effect+of+carrageenan+immobilization+on+the+physiological+activities+of+Chlorella+vulgaris_.txt,processed,0.1111111111,0.5,0.3
Effective+degradation+of+dyes+by+Fenton+process_.txt,processed,0.4444444444,0.3,0.3
Fishing+for+energy%3A+A+public-private+partnership+approach+to+preventing+and+reducing+derelict+fishing+gear_.txt,processed,0,0.3,0.1
Synergistic+action+of+azoreductase+and+laccase+leads+to+maximal+decolourization+and..._.txt,processed,0.8888888889,0.9,0.9
Monitoring+batch+processes+using+multivariate+statistical+tools%3A+Extensions+and+practical+issues_.txt,processed,0,0.2,0.1
Accumulation+and+fragmentation+of+plastic+debris+in+global+environments_.txt,processed,0,0.3,0.1
Assessment+of+biological+decolorization+and+degradation+of+sulfonated+di-azo+dye..._.txt,processed,0.7777777778,0.9,0.4
UNEP%2FIOC+guidelines+on+survey+and+monitoring+of+marine+litter_.txt,processed,0,0.2,0.1
Ozonation+of+the+purified+hydrolyzed+azo+dye+Reactive+Red+120+%28CI%29_.txt,processed,0.8888888889,0.8,1
Decolourization+and+detoxification+of+textile+dyes+with+a+laccase+from+Trametes+hirsute_.txt,processed,0.8888888889,0.8,0.9
Malignant+diseases+Text+Book+of+Medicine_.txt,processed,0,0.1,0.8
Enhancement+of+dye+oxidation+in+the+presence+of+nitrate_.txt,processed,1,0.8,0.9
Ecofriendly+degradation+of+sulfonated+diazo+dye+C.I.+Reactive+Green+19A+using+Micrococcus+glutamicus+NCIM-2168_.txt,processed,0.1111111111,0.7,0.3
Biotransformation+of+poly+R-478+by+continuous+cultures+of+PVAL-encapsulated+Trametes+versicolor+under+non-sterile+conditions_.txt,processed,1,1,1
Full+factorial+experimental+design+analysis+of+reactive+dye+removal+by+carbon+adsorption_.txt,processed,0.1111111111,0.3,0.1
Dissociation+of+the+neurochemical+and+behavioral+toxicology+of+MDMA+%28%27Ecstasy%27%29+by+citalopram_.txt,processed,0,0.2,0.1
Deciphering+simultaneous+bioelectricity+generation+and+dye+decolorization+using+Proteus+hauseri_.txt,processed,0.4444444444,0.2,0.5
Molecular+cloning%2C+overexpression%2C+purification%2C+and+characterization_.txt,processed,0.7777777778,0.7,0.4
Sonocatalytic+degradation+of+Direct+Blue+71+azo+dye+at+the+presence+zero+valent+iron+%28ZVI%29_.txt,processed,0.2222222222,0.2,0.3
Wastewater+Engineering%3A+Treatment%2C+Disposal%2C+Reuse_.txt,processed,0.1111111111,0.2,0.2
The+chronic+effect+of+nitrate+on+production+performance+and+health+status+of+juvenile+turbot+%28Psetta+maxima%29_.txt,processed,0.1111111111,0.2,0.1
Plastic+Accumulation+in+the+North+Atlantic+Subtropical+Gyre_.txt,processed,0,0.1,0.1
Biodegradation+of+azo+dyes+by+bacteria_.txt,processed,0.7777777778,0.7,0.9
Performance+of+double-layer+biofilter+packed+with+coal+fly+ash+ceramic+granules+in+treating+highly+polluted+river+water_.txt,processed,0.1111111111,0.2,0.2
Pharmacogenetics+of+antidepressant+medication+intolerance_.txt,processed,0,0.2,0.1
Identification+of+a+mutagenic+substance+in+Rubia+tinctorum_.txt,processed,0,0.3,0.1
Induction+of+settlement+in+competent+abalone+larvae_.txt,processed,0,0.2,0.2
Bubble+behaviour+and+flow+structure+of+bubble+columns_.txt,processed,0,0.1,0.1
Mechanistic+insight+into+triphenylmethane+dye+degradation_.txt,processed,0.6666666667,0.9,0.8
Statistical+process+control+of+multivariate+processes_.txt,processed,0,0.2,0.1
Biodegradation+of+azo+dyes+by+the+lignin-degrading+fungus+Phanerochaete+chrysosporium_.txt,processed,1,0.9,0.9
Characteristics+of+two+classes+of+azo+dye+reductase+activity+associated+with+rat+liver+microsomal+cytochrome+P450_.txt,processed,0.7777777778,0.8,0.3
Marine+debris+monitoring+programs%E2%80%94A+review+of+methods+with+special+reference+to+national+surveys_.txt,processed,0,0.2,0.1
Kinetics+and+mechanism+of+Reactive+Red+141+degradation+by+a+bacterial+isolate+Rhizobium+radiobacter+MTC+8161_.txt,processed,0.7777777778,0.5,0.1
Water+pollution+biology_.txt,processed,0,0,0.1
Mobile+and+localized+protons%3A+a+framework+for+understanding+peptide+dissociation_.txt,processed,0,0.2,0.1
Peptone%E2%80%93induced+biodecolorization+of+Reactive+Brilliant+blue+%28KN-R%29+by+Rhodocycus+gelatinosus+XL-1_.txt,processed,0.1111111111,0.9,0.7
The+induction+of+larval+settlement+and+metamorphosis+of+two+sea+urchins%2C+Pseudocentrotus+depressus+and+Anthocidaris+crassispina%2C+by+free+fatty+acids+extracted+from+the+coralline+red+alga+Corallina+pil_.txt,processed,0,0.1,0.1
Soil+reaction.+In%3A+Environmental+soil+science_.txt,processed,0,0.2,0.2
Potential+applications+of+laccase+in+the+food+industry_.txt,processed,0.2222222222,0.8,0.3
Dye+adsorption+behavior+of+Luffa+cylindrica+fibers_.txt,processed,0.4444444444,0.5,0.2
Isolation%2C+Identification+and+Germplasm+Preservation+of+Different+Native+Spirulina+Species+from+Western+Mexico_.txt,processed,0.4444444444,0.2,0.3
Mechanisms+and+microbial+structure+of+partial+denitrification+with+high+nitrite+accumulation_.txt,processed,0,0.2,0.1
Treatment+of+dyeing+wastewater+with+ACF+electrodes_.txt,processed,0.1111111111,0.3,0.2
Solid+solutioning+in+equiatomic+alloys%3A+Limit+set+by+topological+instability_.txt,processed,0,0.2,0.1
Classification+of+bacterial+azoreductases_.txt,processed,0.2222222222,0.9,0.1
A+Modified+Bubble+Breakage+and+Coalescence+Model+Accounting+the+Effect+of+Bubble-Induced+Turbulence+for+CFD-PBM+Modelling+of+Bubble+Column+Bubbly+Flows_.txt,processed,0,0.3,0.1
Cloning+of+a+Duganella+sp.+gene+encoding+for+a+synthase%2C+whose+activity+is+responsible++for+the+degradation+of+the+triphenylmethane+dye%2C+Brilliant+green_.txt,processed,0.8888888889,0.9,0.3
Effect+of+Azolla+filiculoides+on+removal+of+reactive+red+198+in+aqueous+solution_.txt,processed,0,0.4,0.2
Characterization+of+rubber+degrading+isolates+and+the+cloning+of+DNA+conferring+an+apparent+latex+degrading+ability_.txt,processed,0.7777777778,0.8,0.3
Enzymatic+and+chemical+approaches+for+the+synthesis+of+racemic+and+enantio+-enriched+3+-aryloxy+-1%2C+2-propanediols_.txt,processed,0.7777777778,0.3,0.8
Distribution+of+microbes+producing+antimicrobial+%CE%B5-poly-L-lysine+polymers+in+soil+microflora+determined+by+a+novel+method_.txt,processed,0,0.4,0.3
Decolorization+of+azo+dyes+using+low+iron+concentration+of+Fenton+and+Fenton-like+system_.txt,processed,0.1111111111,0.3,0.1
Preparation+and+characterization+of+poly%28L-lactic+acid%29+foams_.txt,processed,0.4444444444,0.2,0.2
Evaluating+the+chronic+effects+of+nitrate+on+post-smolt+Atlantic+salmon_.txt,processed,0,0.1,0.1
Biodegradation+ability+and+catabolic+genes+of+petroleum-degrading+Sphingomonas+koreensis+strain+ASU-06+isolated+from+Egyptian+oily+soil_.txt,processed,0.8888888889,0.9,1
Characterization+of+aerobic+azo+dye-degrading+bacteria+and+their+activity+in+biofilms_.txt,processed,0.5555555556,0.8,0.3
Wastewater+Technology+Fact+Sheet%2C+Package+Plants_.txt,processed,0,0.2,0.2
Antigenic+variation+in+African+trypanosomes_.txt,processed,0,0.1,0.1
Studies+on+the+mutagenicity+of+hair+dyes+made+in+China_.txt,processed,0,0.3,0.1
Barwniki+nie+tylko+do+w%C5%82%C3%B3kien_.txt,processed,0.2222222222,0.2,0.2
Photodegradation+of+two+commercial+dyes+in+aqueous+phase+using+different+photocatalysts_.txt,processed,0,0.3,0.2
A+novel+micro-ferrous+dosing+strategy+for+enhancing+biological+phosphorus+removal+from+municipal+wastewater_.txt,processed,0.4444444444,0.5,0.5
Characterization+of+a+Ca-alginate-immobilized+Trametes+versicolor+bioreactor+for+decolourization+and+AOX+reduction+of+paper+mill+effluents_.txt,processed,0.1111111111,0.7,0.3
Small+and+Decentralized+Wastewater+Management+Systems_.txt,processed,0,0.1,0.1
Biodegradation+of+azo+dyes+in+textile+effluent_.txt,processed,0.5555555556,0.5,0.8
Biodegradation+of+fast+green+by+Proteus+vulgaris_.txt,processed,0.7777777778,0.8,0.4
Decolorization+of+triphenylmethane+dyes+by+Kurthia+spp._.txt,processed,1,0.8,0.2
Increased+diversification+of+polyhydroxyalkanoates+by+modification+reactions+for+industrial+and+medical+applications_.txt,processed,0.2222222222,0.3,0.2
Full-scale+simultaneous+partial+nitrification%2C+anammox%2C+and+denitrification+process_.txt,processed,0,0.3,0.5
Biological+decolorization+and+degradation+of+synthetic+dyes%3A+a+green+step+toward+sustainable+environment.+In+Microbial+rejuvenation+of+polluted+environment_.txt,processed,1,0.8,0.9
Photocatalytic+degradation+of+selected+azo+dyes_.txt,processed,0.1111111111,0.2,0.1
Potential+role+of+fibroblast+growth+factor+in+enhancement+of+fracture+healing_.txt,processed,0,0.1,0.1
Farming+the+small+abalone%2C+Haliotis+diversicolor+supertexta_.txt,processed,0.2222222222,0.4,0.1
Decolorization+of+sulfonated+azo+dyes+by+Shewanella_.txt,processed,0.7777777778,0.7,0.9
Inorganic+sulfur+chemistry_.txt,processed,0,0.1,0.1
Microbial+decolorization+of+textile+dye+containing+effluents+review_.txt,processed,1,0.9,0.9
Color+Index_.txt,processed,0,0.1,0.1
Cyclic+voltammetric+analysis+of+the+electron+transfer+of+Shewanella+oneidensis+MR-1+and+nanofilament+and+cytochrome+knock-out+mutants_.txt,processed,0.2222222222,0.2,0.2
Nitrogen+removal+in+recirculating+aquaculture+water+with+high+dissolved+oxygen+conditions+using+the+simultaneous+partial+nitrification%2C+anammox+and+denitrification+system_.txt,processed,0.1111111111,0.2,0.2
Biochemical+characterization+of+a+novel+azo+reductase+named+BVU5+from+the+bacterial..._.txt,processed,0.7777777778,0.8,0.3
Microbial+community+structures+in+mixed+bacterial+consortia+for+azo+dye+treatment+under+microaerophilic+conditions_.txt,processed,0.2222222222,0.2,0.2
Synthesis+of+Mg%E2%80%93Zn%E2%80%93Ca+metallic+glasses+by+gas-atomization+and+their+excellent+capability+in+degrading+azo+dyes_.txt,processed,0,0.3,0.2
Role+of+vitamin+B12+dependent+enzymes+in+dye+degradation_.txt,processed,0.7777777778,0.9,0.2
Potential+efficacy+of+basic+fibroblast+growth+factor+incorporated+in+biodegradable+hydrogels+for+skull+bone+regeneration_.txt,processed,0,0.3,0.1
Marine+litter+within+the+European+marine+strategy+framework+directive_.txt,processed,0,0.2,0.2
Low-biodegradable+composite+chemical+wastewater+treatment+by+biofilm+configured+sequencing+batch+reactor+%28SBBR%29_.txt,processed,0,0.3,0.3
Microbial+decolorization+of+textile-dye-containing+effluents%3A+a+review_.txt,processed,0.6666666667,0.8,0.9
Dietary+nitrate+and+nitrite+and+the+risk+of+thyroid+cancer+in+the+NIH-AARP+Diet+and+Health+Study_.txt,processed,0,0.2,0.1
The+function+of+cytoplasmic+flavin+reductases+in+the+reduction+of+azo+dyes+by+bacteria_.txt,processed,0.8888888889,0.8,0.2
Identification+of+NAD%28P%29H+quinone+oxidoreductase+activity+in+azoreductases+from+Pseudomonas+aeruginosa_.txt,processed,0.8888888889,0.8,0.7
Identification+of+genes+required+for+decolorization+of+crystal+violet+in+Citrobacter+sp._.txt,processed,0,0.2,0.1
Fusobacterium+nucleatum+infection+is+prevalent+in+human+colorectal+carcinoma_.txt,processed,0,0.1,0.1
Handbook+of+solid+waste+management+and+waste+minimization+technologies_.txt,processed,0,0.3,0.2
Biodegradation+of+crystal+violet+by+Pseudomonas+putida_.txt,processed,0.8888888889,0.8,0.2
Methylene-blue-associated+encephalopathy_.txt,processed,0,0.1,0.1
Mikroelem-terhel%C3%A9shatasa+a+repc%C3%A9rekarbon+to+scsernozjomtalajon_.txt,processed,1,0.9,1
Daily+fluctuations+of+exopolymers+in+cultures+of+the+benthic+diatoms_.txt,processed,0,0.3,0.4
Purification+of+domestic+wastewater+by+Spirulina+platensis_.txt,processed,0.5555555556,0.4,0.3
Bergey%E2%80%99s+Manual+of+Determinative+Bacteriology%2C+9th+Ed_.txt,processed,0,0.3,0.1
Demonstration+of+Decolorization+of+Various+Dyes+by+Some+Bacterial+Isolates+Recovered+from+Textile+Effluents_.txt,processed,0.4444444444,0.8,0.1
Kinetics+of+the+oxidative+decolorization+of+Reactive+Blue-19+by+acidic+bromate+in+homogeneous+and+heterogeneous+media_.txt,processed,0.1111111111,0.2,0.3
Biodegradation+of+azo+dye+C.I.+Acid+Red+88+by+an+anoxic-aerobic+sequential+bioreactor_.txt,processed,0.4444444444,0.8,0.9
Removal+of+Congo+red+from+an+aqueous+solution+by+fungus+Aspergillus+niger_.txt,processed,1,0.9,1
Decolorization+of+Azo%2C+triphenylmethane+and+anthraquinone+dyes+by+laccase+of+a+newly+isolated+Armillaria+sp.+F022_.txt,processed,0.3333333333,0.8,0.3
Microbial+Degradation+of+Lignin%3A+How+a+Bulky+Recalcitrant+Polymer+is+Efficiently+Recycled+in+Nature+and+How+We+Can+Take+Advantage+of+This_.txt,processed,0.8888888889,0.8,0.9
Removal+of+quinoline+yellow+catalyzed+by+TiO2_.txt,processed,0.1111111111,0.2,0.2
Tissue+response+to+the+implantation+of+biodegradable+polyhydroxyalkanoate+sutures_.txt,processed,0,0.1,0.1
Evaporation+and+air-stripping+to+assess+and+reduce+ethanolamine%27s+toxicity+in+oily+wastewater_.txt,processed,0.2222222222,0.2,0.2
Assessment+of+nutrient+removal+and+microbial+population+dynamics+in+a+non-aerated+vertical+baffled+flow+constructed+wetland+for+contaminated+water+treatment+with+composite+biochar+addition_.txt,processed,0.2222222222,0.2,0.1
Characterization+and+use+of+a+bacterial+lignin+peroxidase+with+an+improved+manganese-oxidative+activity_.txt,processed,0.8888888889,0.8,0.9
A+comparison+of+ammonium+and+nitrate+as+nitrogen+sources+for+photolithotrophs_.txt,processed,0,0.2,0.2
An+azoreductase%2C+aerobic+NADH-dependent+flavoprotein+discovered+from+Bacillus+sp.%3A+functional+expression+and+enzymatic+characterization_.txt,processed,0.8888888889,0.3,0.2
Crystallization+phenomena+in+bacterial+poly%283-hydroxybutyrate%29%3A+2.+Embrittlement+and+rejuvenation_.txt,processed,0,0.3,0.2
Biodegradation+and+biosorption+for+decolorization+of+synthetic+dyes+by+Funalia+trogii_.txt,processed,1,1,1
Some+properties+of+a+sequencing+batch+reactor+system+for+removal+of+vat+dyes_.txt,processed,0.2222222222,0.5,0.6
Biocatalytic+approach%3A+A+paradigm+towards+the+synthesis+of+pharmaceutically+important+enantiopure+scaffolds_.txt,processed,0.4444444444,0.3,0.8
Biodegradation+of+triphenylmethane+dyes+by+Kurthia+sp.%2C+Enzyme+and..._.txt,processed,0.2222222222,0.8,0.3
Degradation+of+reactive+red+194+and+reactive+yellow+145+azo+dyes+by+O3+and+H2O2%2FUV-C+processes_.txt,processed,0,0.3,0.3
Recent+technological+developments+in+light+microscopy_.txt,processed,0,0.2,0.1
Nitrate+removal+efficiency+and+bacterial+community+of+polycaprolactone-packed+bioreactors_.txt,processed,0,0.3,0.3
Cell+behavior+of+HaCat+on+the+solid-walled+and+nanofibrous+matrices_.txt,processed,0,0.2,0.1
Effects+of+tween+20%C2%AE+and+tween+80%C2%AE+on+the+stability+of+albutropin..._.txt,processed,0,0.1,0.1
Characterization+of+aerobic+azo+dye+degrading+bacteria+and+their+activity+on+biofilms_.txt,processed,0.4444444444,0.2,0.1
Biodegradation+of+triphenylmethane+dyes+by+Mycobacterium+smegmatis_.txt,processed,0.5555555556,0.9,1
Study+of+miscibility%2C+crystallization%2C+mechanical+properties%2C+and+thermal+stability+of+blends+of+poly%283-hydroxybutyrate%29+and+poly%283-hydroxybutyrate-co-4-hydroxybutyrate%29_.txt,processed,0.1111111111,0.2,0.2
Kinetic+characteristics+of+bacterial+azo-dye+decolorization+by+Pseudomonas+luteola..._.txt,processed,0.1111111111,0.9,0.1
Photodegradation+of+sulfonated+diazo+dye+reactive+green+19+by+UV%2FH2O2+process_.txt,processed,0,0.2,0.1
Original+Polyols+Based+on+Organosolv+Lignin+and+Fatty+Acids%3A+New+Bio-Based+Building+Blocks+for+Segmented+Polyurethane+Synthesis_.txt,processed,0,0.3,0.1
The+ability+of+Azolla+and+Lemna+minor+biomass+for+adsorption+of+phenol+from+aqueous+solutions_.txt,processed,0.2222222222,0.3,0.1
Efektywno%C5%9B%C4%87+adsorpcji+barwnik%C3%B3w+zasadowych+na+bentonicie_.txt,processed,0.3333333333,0.3,0.1
Ecofriendly+Biodegradation+and+Detoxification+of+Reactive+Red+2+Textile+Dye+by+Newly+Isolated+Pseudomonas+sp.+SUK1_.txt,processed,0.1111111111,0.8,0.2
Shear+Forces+in+Airlift+Reactors_.txt,processed,0.2222222222,0.6,0.8
Decolourization+of+textile+azo+dyes+by+aerobic+bacterial+consortium_.txt,processed,0.3333333333,0.8,0.2
Biodegradation+of+azo+dyes+in+the+absence+of+a+mediator_.txt,processed,1,1,1
Azo+dye+degrading+bacteria+tolerant+to+extreme+conditions+inhabit+nearshore+ecosystems%3A+Optimization+and+degradation+pathways_.txt,processed,0.3333333333,0.4,0.3
Pathway+and+molecular+mechanisms+for+malachite+green+biodegradation+in+Exiguobacterium+sp.+MG2_.txt,processed,0.4444444444,0.8,0.3
Decolourisation+and+detoxification+in+the+fungal+treatment+of+textile+wastewaters_.txt,processed,1,1,1
