id,filename,status,baseline_dye_1_score,baseline_dye_2_score,baseline_dye_3_score,few_shot_dye_1_score,few_shot_dye_2_score,few_shot_dye_3_score,cot_dye_1_score,cot_dye_2_score,cot_dye_3_score
102259,To+prevent+the+occurrence+of+black+water+agglomerate+through+delaying+decomposition+of+cyanobacterial+bloom+biomass+by+sediment+microbial+fuel+cell_.txt,processed,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.7,0.8
102260,Use+of+hair+colouring+products+and+breast+cancer+risk%3A+a+case-control+study+in+Connecticut_.txt,processed,0.6,0.8,0.3,0.3,0.2,0.4,0.4,0.2,0.4
102261,Study+of+enhancement+and+inhibition+phenomena+and+genes+relating+to+degradation+of+petroleum+polycyclic+aromatic+hydrocarbons+in+isolated+bacteria_.txt,processed,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
102262,Solar+photocatalysis+for+treatment+of+Acid+Yellow-17+%28AY-17%29+dye+contaminated+water+using+Ag%40TiO2+core%E2%80%93shell+structured+nanoparticles_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,1.0,1.0,1.0
102263,Decolorization+of+wastewaters+from+the+textile+industry+%E2%80%93+physical+methods%2C+chemical+methods_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102264,Related+tertiary+structures+matching+identified+proteins_.txt,processed,1.0,1.0,1.0,0.9,1.0,0.9,1.0,1.0,1.0
102265,Maximum+adsorption+of+dye+by+mycelium+pellets_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102266,Removal+of+dyes+from+aqueous+solutions+by+cellulosic+waste+orange+peel_.txt,processed,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0
102267,Isolation+and+characterization+of+microbial+strain+AZO29+capable+of+azo+dye+decolorization_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,0.9,1.0,1.0
102268,Shaving+Mechanism+in+Agitation+on+Pellet+Morphology_.txt,processed,0.9,1.0,0.9,0.8,0.9,0.9,0.9,0.9,1.0
102269,The+microbiological+decolorization+on+an+industrial+effluent+containing+a+diazo-linked+chromophore_.txt,processed,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0
102270,Adsorption+of+Methylene+blue+onto+activated+carbon+produced+from+steam+activated+bituminous+coal%3A+a+study+of+equilibrium+adsorption+isotherm_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,1.0,1.0,1.0
102271,The+toxicity+of+antidepressant+poisoning%3A+is+it+changing%3F+A+comparative+study+of+cyclic+and+newer+serotonin-specific+antidepressants_.txt,processed,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
102272,An+assessment+of+the+risks+of+carcinogenicity+associated+with+polyhydroxyalkanoates_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.3,0.2,0.1,0.1
102273,Competitive+adsorption+of+lead+and+zinc+from+aqueous+solution+on+activated+carbon+prepared+from+Van+apple+pulp%3A+study+in+single-+and+multi-solute+systems_.txt,processed,1.0,1.0,1.0,0.8,0.8,0.8,0.7,0.9,0.1
102274,The+mechanisms+involved+in+the+long-lasting+neuroprotective+effect+of+fluoxetine+against+MDMA+%28%22ecstasy%22%29-induced+degeneration+of+5-HT+nerve+endings+in+rat+brain_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
102275,Effects+of+benthic+diatoms+on+settlement+and+metamorphosis+of+abalone+larvae_.txt,processed,0.8,0.3,0.8,0.3,0.2,0.2,0.2,0.2,0.1
102276,Specific+nutrient+removal+rates+in+saline+wastewater+treatment+using+sequencing+batch+reactor_.txt,processed,0.8,0.8,0.8,0.3,0.3,0.5,0.5,0.5,0.3
102277,Biodegradation+of+crystal+violet+by+Bacillus+sp._.txt,processed,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
102278,The+Marine+Benthic+Diatoms+in+China_.txt,processed,0.1,0.1,0.1,0.2,0.3,0.2,0.4,0.2,0.2
102279,Biodegradation+and+Biosorption+of+Acid+Anthraquinone+Dye_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9
102280,Monitoring+plastic+ingestion+by+the+northern+fulmar+Fulmarus+glacialis+in+the+North+Sea_.txt,processed,0.9,1.0,1.0,0.3,0.2,0.1,0.3,0.1,0.1
102281,Bubble+Size+and+Gas+Recirculation+in+ALRs_.txt,processed,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9,0.9
102282,A+case-control+study+of+hair+dye+use+and+breast+cancer_.txt,processed,0.2,0.1,0.2,0.2,0.5,0.4,0.3,0.2,0.1
102283,The+removal+of+color+from+textile+waste+water+using+whole+bacterial+cells%3A+a+review_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,1.0,1.0,1.0
102284,Removal+of+Synthetic+Dyes+from+Wastewater+by+Using+Bacteria%2C+Lactobacillus+delbruckii_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102285,A+poly-epsilon-caprolactone+based+biofilm+carrier+for+nitrate+removal+from+water_.txt,processed,0.8,0.8,1.0,0.3,0.3,0.2,0.4,0.2,0.3
102286,Textile+wastewater+treatment+by+homogenous+oxidation+with+hydrogen+peroxide_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,1.0
102287,Treatment+of+Effluents+Polluted+by+Nitrogen+with+New+Biological+Technologies_.txt,processed,0.2,0.5,0.3,0.4,0.3,0.3,0.8,0.2,0.5
102288,Microplastics+in+the+marine+environment%3A+Distribution%2C+interactions+and+effects_.txt,processed,0.1,0.1,0.1,0.3,0.2,0.2,0.3,0.1,0.1
102289,Removal+of+Zn2%2B+and+Cu2%2B+by+a+sequencing+batch+reactor+%28SBR%29+system_.txt,processed,0.9,0.8,1.0,0.7,0.5,0.3,0.5,0.3,0.3
102290,Inhibition+of+laccase+activity+from+Trametes+versicolor+by+heavy+metals+and+organic..._.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.8
102291,Phenolic+azo+dye+oxidation+by+laccase+from+Pyriculariaoryzae_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102292,Identification+and+analysis+of+novel+tandem+repeats+in+the+cell+surface+proteins_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
102293,New+approach+to+improve+degradation+of+recalcitrant+azo+dyes+by+Streptomyces+spp.+and+Phanerochaete+chrysosporium_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102294,Interaction+of+water+vapor+with+silica+surfaces_.txt,processed,0.2,0.1,0.3,0.3,0.2,0.2,0.2,0.3,0.3
102295,Decolorization+of+anthraquinone-type+dye+by+bilirubin+oxidase-producing+non+ligninolytic+fungus+Myrothecium+sp.+IMER1_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102296,Occupational+Exposure+to+Azo+Dyes+and+Risk+of+Bladder+Cancer_.txt,processed,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.5,0.1
102297,Lignin-derived+compounds+as+efficient+laccase+mediators_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9
102298,Artificial+neural+networks+in+process+engineering_.txt,processed,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.0
102299,Fate+of+Azo+Dyes+in+Sludges%2C+Masters+Thesis_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,1.0,1.0,1.0
102300,RAxML-III%3A+a+fast+program+for+maximum+likelihood-based+inference+of+large+phylogenetic+trees_.txt,processed,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
102301,Genes+involved+in+dye+decolorization_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102302,Oxidation+of+diethylene+glycol+with+ozone+and+modified+Fenton+processes_.txt,processed,0.3,0.2,0.1,0.3,0.2,0.3,0.7,0.2,0.2
102303,Azoreductase+in+Shewanella+species_.txt,processed,0.8,0.2,0.8,0.5,0.3,0.7,0.2,0.4,0.2
102304,Zastosowanie+wybranych+metod+fizyko-chemicznych+i+biologicznych+do+oczyszczania+%C5%9Bciek%C3%B3w+w%C5%82%C3%B3kienniczych_.txt,processed,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0
102305,Biodegradation+and+decolorization+of+triphenylmethane+dyes+by+Staphylococcus+epidermidis_2010.txt,processed,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
102306,The+Use+of+Waterworks+Sludge+for+the+Treatment+of+Dye+Wastes_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102307,Simultaneous+comparison+of+methods+for+settlement+and+metamorphosis+induction+in+the+red+abalone+%28Haliotis+rufescens%29_.txt,processed,0.2,0.2,0.1,0.3,0.2,0.2,0.1,0.1,0.1
102308,Decolorization+of+reactive+dyes+by+Clostridium+bifermentans+SL186+isolated+from+contaminated+soil_2008.txt,processed,1.0,1.0,1.0,0.9,0.9,1.0,1.0,1.0,1.0
102309,A+low+viscosity+epoxy+resin+embedding+medium+for+electron+microscopy_.txt,processed,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
102310,Biotransformation+of+soil+humic+acids+by+blue+laccase+of+Panus+tigrinus+8%2F18%3A+an+in+vitro+study_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102311,Chemical+Oxidation+of+BTX+Using+Fenton+Reagent_.txt,processed,1.0,1.0,1.0,0.9,0.9,1.0,1.0,0.9,0.8
102312,Oxidation+of+P-Hydroxybenzoic+Acid+by+Fenton%27s+Reagent_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,0.8,0.9,0.8
102313,Degradation+of+salicylic+acid+by+Fenton+and+modified+Fenton+treatment_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102314,The+history+of+the+NIST%2FEPA%2FNIH+mass+spectral+database_.txt,processed,0.1,0.4,0.1,0.4,0.5,0.7,0.1,0.1,0.2
102315,Removal+of+Disperse+Dyes+from+Textile+Wastewater+using+Bio-sludge_.txt,processed,1.0,1.0,1.0,0.9,0.9,1.0,1.0,1.0,1.0
102316,Effects+of+plant+diversity+and+hydraulic+retention+time+on+pollutant+removals+in+vertical+flow+constructed+wetland+mesocosms_.txt,processed,1.0,0.9,1.0,0.8,0.3,0.7,0.4,0.5,0.7
102317,Comparison+of+polyurethane+foam+and+biodegradable+polymers+as+carriers+in+moving+bed+biofilm+reactor+for+treating+wastewater+with+a+low+C%2FN+ratio_.txt,processed,0.9,0.2,0.9,0.3,0.2,0.2,0.2,0.3,0.3
102318,Essential+polyunsaturated+fatty+acids+from+14+species+of+diatom+%28Bacillariophyceae%29_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1
102319,Identification+and+molecular+characterization+of+a+novel+flavin-free+NADPH+preferred+azoreductase+encoded+by+azoB+in+Pigmentiphaga+kullae+K24_.txt,processed,1.0,1.0,1.0,0.9,0.9,1.0,1.0,1.0,1.0
102320,Tertiary+denitrification+of+the+secondary+effluent+by+denitrifying+biofilters+packed+with+different+sizes+of+quartz+sand_.txt,processed,1.0,0.1,0.8,0.3,0.2,0.3,0.2,0.4,0.5
102321,Influence+of+functional+groups+on+dye+biodegradation_.txt,processed,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,0.9
102322,Inhibition+of+laccase+activity+from+Trametes+versicolor+by+heavy+metals+and+organic+compounds_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9
102323,Reduction+of+azo+dyes+and+nitroaromatic+compounds+by+bacterial..._.txt,processed,1.0,1.0,1.0,1.0,0.9,0.9,0.9,1.0,0.9
102324,Effect+of+monospecific+and+mixed+benthic+diatom+cultures_.txt,processed,0.3,0.8,0.1,0.8,0.7,0.8,0.3,0.8,0.7
102325,Production+of+poly%283-hydroxybutyrate%29+from+waste+potato+starch_.txt,processed,0.1,0.3,0.1,0.2,0.2,0.2,0.3,0.1,0.2
102326,The+pollution+of+the+marine+environment+by+plastic+debris%3A+a+review_.txt,processed,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
102327,Epidemiology+of+breast+cancer+and+hair+dyes_.txt,processed,0.3,0.1,0.1,0.4,0.2,0.3,0.2,0.3,0.1
102328,Occupational+disorders+in+hairdressers_.txt,processed,0.1,0.2,0.9,0.4,0.4,0.2,0.5,0.5,0.2
102329,Biodegradation+of+Azodye+C.I.+acid+Red+88+by+an+anoxic-aerobic+sequential+bioreactor_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,1.0,1.0,1.0
102330,Fault+detection+in+continuous+processes+using+multivariate+statistical+methods_.txt,processed,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1
102331,Role+of+N-terminal+polycystic+kidney+domain+in+chitin+degradation_.txt,processed,0.7,0.8,0.9,0.2,0.2,0.2,0.2,0.5,0.1
102332,Meat+and+components+of+meat+and+the+risk+of+bladder+cancer+in+the+NIH-AARP+Diet+and+Health+Study_.txt,processed,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1
102333,The+Effect+of+Different+Operating+Conditions+on+Removal+of+Reactive+Dye+by+Green+Carbon+Adsorption_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102334,Marine+debris+ingestion+in+loggerhead+sea+turtles%2C+Caretta+caretta%2C+from+the+Western+Mediterranean_.txt,processed,0.1,0.3,0.1,0.3,0.2,0.2,0.2,0.1,0.1
102335,Pathways+for+triphenylmethane+dye+biodegradation_.txt,processed,1.0,1.0,1.0,1.0,0.9,0.9,1.0,1.0,1.0
102336,Treatment+of+recalcitrant+wastewater+from+ethanol+and+citric+acid+production+using+the+microalga+Chlorella+vulgaris+and+the+macrophyte+Lemna+minuscula_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,0.8,0.8,0.8
102337,Production%2C+purification+and+characterization+of+Arginine+deiminase+from+Pseudomonas+putida_.txt,processed,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.1,0.1
102338,Preliminary+characterization+of+A.+orientlis+phytase+activity_.txt,processed,1.0,1.0,1.0,1.0,0.9,0.9,1.0,1.0,1.0
102339,Enzyme+Activity+Measurements+in+Fungal+Cultures_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,1.0,1.0,1.0
102340,Microbial+degradation+of+Textile+Dye+%28Remazol+Black+B%29+by+Bacillus+sp.+ETL-2012_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102341,A+simple+technique+for+detection+of+feeding+in+newly+metamorphosed+abalone_.txt,processed,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
102342,Decolorization+of+Methyl+Red+by+Staphylococcus+saprophyticus+strain+AUCASVE3+Isolated+from+Textile+Effluent_.txt,processed,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.9,0.9
102343,Strategies+for+treating+dyes+with+microbial+consortia_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102344,White+rot+fungi%3A+an+ingenious+army+for+environmental+protection_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,0.9,1.0,1.0
102345,Decolorizing+kinetics+of+a+recombinant+Escherichia+coli+SS125+strain+harboring+azoreductase+gene+from+Bacillus+latrosporus+RRK1_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9
102346,Design+and+development+of+antitubercular+nano-formulations+of+rifampicin_.txt,processed,1.0,1.0,1.0,0.8,0.9,0.8,0.9,0.9,0.9
102347,Effect+of+algal+density+on+nutrient+removal+from+primary+settled+wastewater_.txt,processed,1.0,1.0,1.0,0.3,0.8,0.8,0.5,0.2,0.5
102348,Application+of+two+component+biodegradable+carriers+in+a+particle-fixed+biofilm+airlift+suspension+reactor_.txt,processed,1.0,1.0,1.0,0.7,0.8,0.8,0.8,0.8,0.8
102349,Mass+culture+of+Ulvella+lens+as+a+feed+for+abalone+Haliotis+discus+hannai_.txt,processed,0.1,0.1,0.1,0.1,0.2,0.5,0.1,0.1,0.1
102350,Anaerobic-aerobic+Treatment+of+a+Dye+Wastewater+by+Combination+of+RBC+with+Activated+Sludge_.txt,processed,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.9,1.0
102351,Official+Methods+of+Analysis+of+the+Association+of+Official+Analytical+Chemists_.txt,processed,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
102352,Phycoremediation%3A+Key+issues+for+cost-effective+nutrient+removal+processes_.txt,processed,0.9,1.0,1.0,0.9,0.8,0.9,0.5,0.8,0.8
102353,Biodegradation+of+polycyclic+aromatic+hydrocarbons+by+Phanerochaete+chrysosporium_.txt,processed,1.0,1.0,1.0,0.8,0.8,0.8,0.9,0.8,0.9
102354,Mechanism+of+triphenylmethane+biodegradation_.txt,processed,1.0,0.9,1.0,0.9,0.9,0.9,1.0,1.0,1.0
102355,Marine+Phytoplank+Diatoms+of+China_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
102356,Toxicity+assessment+and+microbial+degradation+of+Azo+dyes_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102357,Ordinary+gram+negative+bacteria_.txt,processed,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
102358,Decolorization+of+remazol+brilliant+blue+R+by+Pleurotus+ostreatus_.txt,processed,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1
102359,Treatment+and+reuse+of+wastewater+from+the+textile+wet-processing+industry%3A+Review+of+emerging+technologies_.txt,processed,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
102360,Effect+of+incubation+method+on+the+growth+suppression+of+bacteria+or+fungi+for+dye+degraded+by+Phanerochaete+chrysosporium_.txt,processed,1.0,1.0,1.0,0.9,1.0,0.9,1.0,0.9,1.0
102361,Combined+anaerobic%2Faerobic+%28UASB%2BUBAF%29+system+for+organic+matter+and+nitrogen+removal+from+a+high+strength+industrial+wastewater_.txt,processed,0.2,0.1,0.1,0.4,0.3,0.2,0.3,0.3,0.4
102362,Mycoremediation%3A+fungal+bioremediation_.txt,processed,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0
102363,Environmental+Chemistry_.txt,processed,0.2,0.1,0.1,0.1,0.3,0.3,0.1,0.4,0.2
102364,Fibroblast+growth+factors_.txt,processed,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1
102365,Maximum+concentration+of+dye+decolorizable+by+strain+SY6_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,0.9,1.0,0.9
102366,The+efficiency+of+microalgae+for+removing+nitrogen+and+phosphorus+from+municipal+wastewater_.txt,processed,0.9,1.0,0.9,0.9,0.5,0.9,0.2,0.2,0.2
102367,Modeling+bisphenol+a+removal+from+aqueous+solution+by+activated+carbon+and+eggshell_.txt,processed,0.9,0.8,1.0,0.8,0.3,0.7,0.7,0.7,0.8
102368,Lignin+Esters+for+Use+in+Unsaturated+Thermosets%3A+Lignin+Modification+and+Solubility+Modeling_.txt,processed,0.1,0.1,0.2,0.2,0.1,0.3,0.1,0.1,0.2
102369,The+tolerability+and+safety+of+valproate+sodium+injection+given+as+an+intravenous+infusion_.txt,processed,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1
102370,A+unified+catalog+of+204%2C938+reference+genomes+from+the+human+gut+microbiome_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
102371,Decolorization+of+reactive+dyes+by+Clostridium+bifermentans+SL186+isolated+from+contaminated+soil_.txt,processed,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
102372,Convulsive+status+epilepticus+in+infants+and+children.+A+study+of+239+cases_.txt,processed,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1
102373,Biodegradation+of+p-aminoazobenzene+by+Bacillus+subtilis+under+aerobic+conditions_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102374,Bacterial+Azo+Reduction-A+Metabolic+Reaction+in+Mammals_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102375,Potential+use+of+cotton+plant+wastes+for+the+removal+of+Remazol+Black+B+reactive+dye_.txt,processed,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0
102376,Decolorization%2C+degradation+and+detoxification+of+carcinogenic+sulfonated+azo+dye+methyl+orange+by+newly+developed+biofilm+consortia_.txt,processed,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
102377,Construction+of+broad+host+range+positive+selection+vectors_.txt,processed,1.0,1.0,1.0,0.9,1.0,0.9,1.0,1.0,1.0
102378,Fruting+of+Agaricus+bisporus_.txt,processed,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
102379,Lipid+composition+of+diatom+cultures+and+their+influence+on+the+growth+and+survival+rates+of+marine+organisms_.txt,processed,0.1,0.1,0.1,0.3,0.5,0.2,0.2,0.1,0.1
102380,Removal+of+methylene+blue+and+malachite+green+from+aqueous+solution+by+Chlorella+and+Chlamydomonas+species+isolated+from+a+thermal+spring+environment_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0
102381,Biological+studies+on+the+seed+production+of+the+northern+Japanese+abalone+Haliotis+discus+hannai+Ino_.txt,processed,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1
102382,Biodegradation+of+dyes+by+Citrobacter+spp._.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102383,Biodegradation+of+Direct+Red+5B%2C+a+textile+dye+by+newly+isolated+Comamonas+sp.+UVS_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102384,A+prospective%2C+population-based+epidemiologic+study+of+status+epilepticus+in+Richmond%2C+Virginia_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
102385,A+unified+theory+for+upscaling+aerobic+granular+sludge+sequencing+batch+reactors_.txt,processed,0.5,0.2,0.3,0.3,0.2,0.5,0.1,0.5,0.3
102386,Detection+of+mutagenic+activity+in+textiles_.txt,processed,1.0,1.0,0.9,0.9,0.9,0.8,0.8,0.8,0.8
102387,Kinetics+of+chemical+decolorization+of+the+azo+dye+C.I.+Reactive+Orange+96+by+sulfide_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102388,Decolorization%2C+degradation+and+detoxification+of+carcinogenic+sulfonated+azo+dye..._.txt,processed,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102389,Comparative+studies+on+the+nutrition+of+two+species+of+abalone%2C+Haliotis+tuberculata+L.+and+Haliotis+discus+hannai+Ino%3A+III.+Response+of+abalone+to+various+levels+of+dietary+lipid_.txt,processed,0.2,0.9,0.8,0.4,0.3,0.2,0.2,0.2,0.3
102390,In+situ+measurement+of+algal+growth+potential_.txt,processed,0.4,0.6,0.5,0.4,0.2,0.5,0.3,0.3,0.2
102391,Artificial+induction+of+larval+metamorphosis+by+free+fatty+acids_.txt,processed,1.0,0.9,0.8,0.2,0.2,0.2,0.1,0.2,0.1
102392,Experimental+study+and+modeling+of+basic+dye+sorption+by+diatomaceous+clay_.txt,processed,1.0,1.0,0.9,0.8,0.8,0.9,0.7,0.9,0.8
102393,Magnetically+separable+attapulgite+TiO2FexOy+composites+with+superior+activity+towards+photodegradation+of+methyl+orange+under+visible+light+radiation_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102394,Biodegradation+mechanisms+and+kinetics+of+azo+dye+4BS_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102395,Isolation+and+screening+of+azo+dye+decolorizing+bacterial+isolates+from+dye-contaminated+textile+wastewater_.txt,processed,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0
102396,Adsorptive+removal+of+tetracycline+by+sustainable+ceramsite+substrate+from+bentonite%2Fred+mud%2Fpine+sawdust_.txt,processed,0.8,0.7,0.8,0.7,0.8,0.8,0.2,0.7,0.3
102397,Development+and+characterization+of+nanocarriers+as+non-viral+vector+for+effective+gene+delivery_.txt,processed,1.0,0.9,0.9,0.9,0.9,0.9,0.8,0.9,0.9
102398,Nutrient+Removal+in+Gravel-and+Soil-based+Wetland+Microcosms+with+and+without+Vegetation_.txt,processed,0.5,0.4,0.2,0.3,0.4,0.3,0.2,0.1,0.3
102399,Synthesis+and+characterization+of+reduced+graphene+oxide-Fe3O4%40polydopamine+and+application+for+adsorption+of+lead+ions%3A+isotherm+and+kinetic+studies_.txt,processed,1.0,1.0,0.2,0.5,0.7,1.0,0.1,0.1,0.1
102400,Biodegradable+polymers+as+solid+substrate+and+biofilm+carrier+for+denitrification+in+recirculated+aquaculture+systems_.txt,processed,0.9,0.9,0.9,0.8,0.6,0.7,0.8,0.2,0.6
102401,International+Union+of+Pharmacology+classification+of+receptors+for+5-hydroxytryptamine+%28serotonin%29_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
102402,MEGA5%3A+molecular+evolutionary+genetics+analysis+using+maximum+likelihood%2C+evolutionary+distance%2C+and+maximum+parsimony+methods_.txt,processed,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
102403,Progress+and+prospect+in+electro-Fenton+process+for+wastewater+treatment_.txt,processed,1.0,1.0,1.0,0.8,0.9,0.9,0.9,0.9,0.9
102404,Study+on+the+Influence+of+Gas+Content+and+Circulation+on+Gas+Holdup+of+Flotation+Column_.txt,processed,0.9,1.0,0.8,0.3,0.4,0.7,0.1,0.2,0.1
102405,Biochemical+and+molecular+characterization+of+an+azoreductase+from+Staphylococcus+aureus%2C.._.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,1.0,1.0,0.9
102406,Nanoscale+Pd%2FFe+bimetallic+particles%3A+Catalytic+effects+of+palladium+on+hydrodechlorination_.txt,processed,1.0,1.0,1.0,0.3,0.4,0.5,0.5,0.3,0.6
102407,Focusing+light+on+infection+in+four+dimensions_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1
102408,Simultaneous+biodegradation+and+adsorption+of+textile+dyestuff+in+an+activated+sludge+unit_.txt,processed,1.0,1.0,1.0,0.9,1.0,1.0,1.0,0.9,1.0
102409,Development+of+a+Combined+Membrane-Ring+Sparger+for+Efficient+Gas+Utilization_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,1.0,1.0,1.0
102410,%E2%80%9CBlue%E2%80%9D+laccases_.txt,processed,1.0,1.0,0.8,0.8,0.8,0.8,0.9,0.8,0.9
102411,Investigation+on+the+exposure+of+hairdressers+to+chemical+agents_.txt,processed,0.1,0.9,0.3,0.5,0.7,0.4,0.5,0.4,0.3
102412,Culture+of+phytoplankton+for+feeding+marine+invertebrates_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
102413,The+role+of+benthic+diatoms+in+early+stages+of+the+Japanese+abalone+%28Haliotis+discus+hannai%29_.txt,processed,0.1,0.1,0.1,0.0,0.2,0.1,0.1,0.1,0.1
102414,High-density+seeding+of+myocyte+cells+for+cardiac+tissue+engineering_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.2,0.1
