id,filename,baseline_newexpt_1_score,baseline_newexpt_2_score,baseline_newexpt_3_score,few_shot_newexpt_1_score,few_shot_newexpt_2_score,few_shot_newexpt_3_score,cot_newexpt_1_score,cot_newexpt_2_score,cot_newexpt_3_score
102361,Combined+anaerobic%2Faerobic+%28UASB%2BUBAF%29+system+for+organic+matter+and+nitrogen+removal+from+a+high+strength+industrial+wastewater_.txt,10,10,10,9,9,9,10,10,10
102362,Mycoremediation%3A+fungal+bioremediation_.txt,1,8,8,1,2,2,9,4,1
102363,Environmental+Chemistry_.txt,1,1,1,2,2,2,1,1,2
102364,Fibroblast+growth+factors_.txt,10,10,10,9,9,9,10,10,10
102365,Maximum+concentration+of+dye+decolorizable+by+strain+SY6_.txt,10,10,10,9,9,9,8,10,10
102366,The+efficiency+of+microalgae+for+removing+nitrogen+and+phosphorus+from+municipal+wastewater_.txt,10,10,10,9,9,9,10,10,10
102367,Modeling+bisphenol+a+removal+from+aqueous+solution+by+activated+carbon+and+eggshell_.txt,10,10,10,9,9,9,9,10,10
102368,Lignin+Esters+for+Use+in+Unsaturated+Thermosets%3A+Lignin+Modification+and+Solubility+Modeling_.txt,10,9,10,2,6,9,1,9,9
102369,The+tolerability+and+safety+of+valproate+sodium+injection+given+as+an+intravenous+infusion_.txt,1,1,1,2,2,2,1,2,1
102370,A+unified+catalog+of+204%2C938+reference+genomes+from+the+human+gut+microbiome_.txt,9,10,10,7,2,8,4,3,3
102371,Decolorization+of+reactive+dyes+by+Clostridium+bifermentans+SL186+isolated+from+contaminated+soil_.txt,10,10,10,10,9,9,10,10,10
102372,Convulsive+status+epilepticus+in+infants+and+children.+A+study+of+239+cases_.txt,10,10,10,9,9,9,8,9,9
102373,Biodegradation+of+p-aminoazobenzene+by+Bacillus+subtilis+under+aerobic+conditions_.txt,1,1,1,2,2,2,2,2,2
102374,Bacterial+Azo+Reduction-A+Metabolic+Reaction+in+Mammals_.txt,10,10,10,9,9,9,10,10,10
102375,Potential+use+of+cotton+plant+wastes+for+the+removal+of+Remazol+Black+B+reactive+dye_.txt,10,10,10,9,9,9,9,10,10
102376,Decolorization%2C+degradation+and+detoxification+of+carcinogenic+sulfonated+azo+dye+methyl+orange+by+newly+developed+biofilm+consortia_.txt,10,10,10,9,9,9,10,9,10
102377,Construction+of+broad+host+range+positive+selection+vectors_.txt,10,10,10,9,9,10,10,10,9
102378,Fruting+of+Agaricus+bisporus_.txt,1,1,1,2,1,1,1,1,1
102379,Lipid+composition+of+diatom+cultures+and+their+influence+on+the+growth+and+survival+rates+of+marine+organisms_.txt,10,10,10,9,9,9,10,10,10
102380,Removal+of+methylene+blue+and+malachite+green+from+aqueous+solution+by+Chlorella+and+Chlamydomonas+species+isolated+from+a+thermal+spring+environment_.txt,10,10,10,9,9,9,10,10,9
102381,Biological+studies+on+the+seed+production+of+the+northern+Japanese+abalone+Haliotis+discus+hannai+Ino_.txt,1,1,1,2,2,2,1,3,1
102382,Biodegradation+of+dyes+by+Citrobacter+spp._.txt,10,10,10,9,9,9,10,10,9
102383,Biodegradation+of+Direct+Red+5B%2C+a+textile+dye+by+newly+isolated+Comamonas+sp.+UVS_.txt,10,10,10,10,9,9,10,10,10
102384,A+prospective%2C+population-based+epidemiologic+study+of+status+epilepticus+in+Richmond%2C+Virginia_.txt,10,10,10,9,9,9,10,10,9
102385,A+unified+theory+for+upscaling+aerobic+granular+sludge+sequencing+batch+reactors_.txt,10,10,10,2,3,1,10,10,8
102386,Detection+of+mutagenic+activity+in+textiles_.txt,10,10,10,9,9,9,9,9,10
102387,Kinetics+of+chemical+decolorization+of+the+azo+dye+C.I.+Reactive+Orange+96+by+sulfide_.txt,1,1,1,2,2,2,2,3,2
102388,Decolorization%2C+degradation+and+detoxification+of+carcinogenic+sulfonated+azo+dye..._.txt,10,10,10,9,9,9,10,10,10
102389,Comparative+studies+on+the+nutrition+of+two+species+of+abalone%2C+Haliotis+tuberculata+L.+and+Haliotis+discus+hannai+Ino%3A+III.+Response+of+abalone+to+various+levels+of+dietary+lipid_.txt,10,10,10,10,9,9,9,10,10
102390,In+situ+measurement+of+algal+growth+potential_.txt,10,10,10,9,9,9,9,9,10
102391,Artificial+induction+of+larval+metamorphosis+by+free+fatty+acids_.txt,10,10,10,9,9,9,10,9,9
102392,Experimental+study+and+modeling+of+basic+dye+sorption+by+diatomaceous+clay_.txt,10,9,9,9,9,9,8,9,9
102393,Magnetically+separable+attapulgite+TiO2FexOy+composites+with+superior+activity+towards+photodegradation+of+methyl+orange+under+visible+light+radiation_.txt,10,10,10,9,9,9,10,10,10
102394,Biodegradation+mechanisms+and+kinetics+of+azo+dye+4BS_.txt,1,1,1,2,2,2,1,2,2
102395,Isolation+and+screening+of+azo+dye+decolorizing+bacterial+isolates+from+dye-contaminated+textile+wastewater_.txt,10,10,10,9,9,9,10,10,10
102396,Adsorptive+removal+of+tetracycline+by+sustainable+ceramsite+substrate+from+bentonite%2Fred+mud%2Fpine+sawdust_.txt,10,10,10,9,9,9,10,10,10
102397,Development+and+characterization+of+nanocarriers+as+non-viral+vector+for+effective+gene+delivery_.txt,10,10,10,9,9,9,9,10,10
102398,Nutrient+Removal+in+Gravel-and+Soil-based+Wetland+Microcosms+with+and+without+Vegetation_.txt,10,10,10,9,10,9,10,10,10
102399,Synthesis+and+characterization+of+reduced+graphene+oxide-Fe3O4%40polydopamine+and+application+for+adsorption+of+lead+ions%3A+isotherm+and+kinetic+studies_.txt,1,1,1,2,2,2,1,2,2
102400,Biodegradable+polymers+as+solid+substrate+and+biofilm+carrier+for+denitrification+in+recirculated+aquaculture+systems_.txt,1,1,1,2,2,2,3,2,4
102401,International+Union+of+Pharmacology+classification+of+receptors+for+5-hydroxytryptamine+%28serotonin%29_.txt,1,1,3,2,2,2,1,1,1
102402,MEGA5%3A+molecular+evolutionary+genetics+analysis+using+maximum+likelihood%2C+evolutionary+distance%2C+and+maximum+parsimony+methods_.txt,9,10,10,8,9,4,9,8,10
102403,Progress+and+prospect+in+electro-Fenton+process+for+wastewater+treatment_.txt,10,10,10,9,9,9,9,9,9
102404,Study+on+the+Influence+of+Gas+Content+and+Circulation+on+Gas+Holdup+of+Flotation+Column_.txt,10,10,10,9,9,9,10,10,10
102405,Biochemical+and+molecular+characterization+of+an+azoreductase+from+Staphylococcus+aureus%2C.._.txt,9,9,9,9,9,9,10,8,8
102406,Nanoscale+Pd%2FFe+bimetallic+particles%3A+Catalytic+effects+of+palladium+on+hydrodechlorination_.txt,10,10,10,9,9,9,10,10,10
102407,Focusing+light+on+infection+in+four+dimensions_.txt,1,1,1,2,2,3,3,5,7
102408,Simultaneous+biodegradation+and+adsorption+of+textile+dyestuff+in+an+activated+sludge+unit_.txt,10,9,9,9,8,7,5,3,4
102409,Development+of+a+Combined+Membrane-Ring+Sparger+for+Efficient+Gas+Utilization_.txt,10,10,10,9,9,9,10,9,10
102410,%E2%80%9CBlue%E2%80%9D+laccases_.txt,1,1,1,2,2,2,1,1,2
102411,Investigation+on+the+exposure+of+hairdressers+to+chemical+agents_.txt,5,1,8,2,2,2,5,10,5
102412,Culture+of+phytoplankton+for+feeding+marine+invertebrates_.txt,1,1,1,2,2,2,2,3,8
102413,The+role+of+benthic+diatoms+in+early+stages+of+the+Japanese+abalone+%28Haliotis+discus+hannai%29_.txt,1,1,1,2,2,1,1,1,8
102414,High-density+seeding+of+myocyte+cells+for+cardiac+tissue+engineering_.txt,10,10,10,9,9,9,10,10,10
102415,The+role+of+NAD%28P%29H%3A+quinone+reductase+%28EC+1.6.99.2%2C+DT-diaphorase%29+in+the+reductive+bioactivation+of+the+novel+indoloquinone+antitumor+agent+EO9_.txt,1,1,1,2,2,2,2,2,3
102416,Remediation+of+dyes+in+textile+effluent%3A+a+critical+review+on+current+treatment+technologies+with+a+proposed+alternative_.txt,1,1,1,2,2,2,1,2,2
102417,Two-photon+laser+scanning+fluorescence+microscopy_.txt,8,10,8,9,9,9,9,9,9
102418,The+purification+and+characterization+of+an+Aeromonas+hydrophila+NAD%28P%29H+dependent+oxygenase_.txt,10,10,10,9,9,9,10,10,10
102419,Airlift+Reactor+Design+for+T.+pubescens+Culture_.txt,10,10,10,9,9,9,10,10,10
102420,Purification+and+characterization+of+triphenylmethane+reductase+from+Citrobacter+species_.txt,10,10,10,9,9,10,10,9,10
102421,A+New+Policy+on+CSOs_.txt,1,1,1,2,2,2,1,1,1
102422,Removal+of+Chlorophenols+from+synthetic+solutions+using+Phanerochaete+chrysosporiup_.txt,10,10,10,9,9,9,10,10,10
102423,Decolorization+of+azo%2C+triphenylmethane+and+anthraquinone+dyes+by+laccase+of+a+newly+isolated+Armillaria+sp.+F022_.txt,10,10,10,9,9,9,10,10,10
102424,Screening+of+novel+laccase+producers-isolation+and+characterization+of+cold-adapted+laccase+from+Kabatiella+bupleuri+G3+capable+of+synthetic+dye+decolorization_.txt,10,10,10,9,9,9,10,10,10
102425,Autoassociative+neural+networks_.txt,10,10,10,9,9,9,9,9,9
102426,Biodegradation+of+acid+blue+113+containing+textile+effluent+by+constructed+aerobic+bacterial+consortia_.txt,10,10,10,9,9,9,10,10,10
102427,Purification+and+characterization+of+a+temperature-+and+pH-stable+laccase+from+the+spores+of+Bacillus+vallismortis+fmb-103+and+its+application+in+the+degradation+of+malachite+green_.txt,10,10,10,9,10,9,10,10,10
102428,New+pathway+for+degradation+of+sulfonated+azo+dyes+by+microbial+peroxidases+of+Phanerochaete+chrysosporium+and+Streptomyces+chromofuscus_.txt,10,10,10,9,9,9,10,10,10
102429,Removal+of+organic+contaminants+in+paper+pulp+treatment+effluents+under+Fenton+and+photo-Fenton+conditions_.txt,10,10,10,9,9,9,10,10,10
102430,Enhancing+effect+of+malachite+green_.txt,10,10,10,10,10,9,10,10,10
102431,Effects+of+Bio-sludge+Concentration+and+Dilution+Rate+on+the+Efficiency+of+Sequencing+Batch+Reactor+%28SBR%29+System+for+Textile+Wastewater+Treatment_.txt,10,10,10,9,9,9,10,10,9
102432,Water+Quality.+Determination+of+pH_.txt,1,1,1,2,2,2,1,2,1
102433,Photocatalytic+degradation+of+an+anthraquinone+dye+on+immobilized+TiO2+nanoparticles+in+a+rectangular+reactor%3A+Destruction+pathway+and+response+surface+approach_.txt,1,1,1,2,2,2,1,1,1
102434,Decolorization+of+acid+and+basic+dyes%3A+Understanding+the+metabolic+degradation+and+transformation+products_.txt,10,10,10,9,9,9,10,10,10
102435,Decolorization+of+triphenylmethane+and+azo+dyes+by+Aeromonas+hydrophila_.txt,10,10,10,9,9,10,10,10,10
102436,Mutagenicity+in+the+Ames+test+of+madder+root_.txt,10,10,10,9,9,9,10,10,9
102437,Cyproheptadine%3A+a+potent+in+vivo+serotonin+antagonist_.txt,1,1,1,2,2,2,1,1,1
102438,Risks+associated+with+combining+Bufo+Alvarius+with+ayahuasca_.txt,5,2,1,2,3,3,3,4,3
102439,Comparison+of+dye+wastewater+treatment+by+normal+and+anoxic+%2B+anaerobic+SBR+activate+sludge+processes_.txt,1,1,1,2,2,2,2,2,2
102440,Decolourization+of+synthetic+dyes+by+a+newly+isolated+strain+of+Serratia+marcescens_.txt,9,10,9,9,9,9,9,10,10
102441,J.+Water+Pollut.+Control+Fed._.txt,1,1,1,2,2,2,1,1,1
102442,Nitrogen+and+phosphorus+removal+performance+and+bacterial+communities+in+a+multi-stage+surface+flow+constructed+wetland+treating+rural+domestic+sewage_.txt,10,10,10,9,9,9,10,10,10
102443,Hair+dye+use+and+risk+of+lymphoid+neoplasms+and+soft+tissue+sarcomas_.txt,1,1,1,2,2,2,2,2,3
102444,Stimulation+of+ligninolytic+enzyme+production+and+the+ability+to+decolourize+poly+R-478_.txt,10,10,10,9,9,9,10,10,10
102445,Evaluation+of+the+biodegradation+of+azo+dyes+in+textile+effluents_.txt,1,1,1,2,2,2,2,2,2
102446,Removal+of+triphenylmethane+dyes+by+bacterial+consortium_.txt,1,1,1,2,2,2,2,2,2
102447,Preferential+settlement+of+abalone+larvae_.txt,10,10,10,9,9,9,10,10,10
102448,Biodegradation+of+Textile+Azo+Dye+by+Shewanelladecolorationis+S12+under+Microaerophilic+Conditions_.txt,1,1,1,2,2,1,2,2,2
102449,Fill+the+gap%3A+Developing+management+strategies+to+control+garbage+pollution+from+fishing+vessels_.txt,8,10,10,9,8,8,8,4,6
102450,Studies+on+the+arylacetonitrilase+from+Pseudomonas+putida+and+its+application+in+the+transformation+of+mandelonitrile+to+mandelic+acid_.txt,10,10,10,9,8,10,9,10,10
102451,Decolorization+of+crystal+violet+in+presence+of+nitrogen+and+carbon+sources_.txt,10,10,10,9,9,9,10,10,9
102452,On+the+modelling+of+bubble+plumes+in+a+liquid+pool_.txt,10,9,9,9,9,9,9,10,8
102453,Properties+of+purified+Orange+II+azoreductase%2C+the+enzyme+initiating+azo+dye+degradation+by+Pseudomonas+KF46_.txt,10,10,10,9,9,9,10,10,10
102454,Intravenous+administration+of+fosphenytoin%3A+options+for+the+management+of+seizures_.txt,1,2,1,2,2,2,2,2,1
102455,Immobilization+of+Porphyridium+cruentum+in+polyurethane+foams+for+the+production+of+polysaccharide_.txt,2,1,3,4,2,3,9,8,8
102456,Effect+of+feeding+strategy+on+the+stability+of+anaerobic+sequencing+batch+reactor+responses+to+organic+loading+conditions_.txt,7,5,7,8,8,4,9,9,8
102457,Optimization+of+Suspended+photocatalytic+treatment+of+two+biologically+treated+textile+effluents+using+TiO2+and+ZnO+catalysts_.txt,10,10,10,9,9,9,10,9,10
102458,Hyperspectral+Imaging+Systems+Market+Size%2C+Share+%26+Trends+Analysis+Report+by+Application_.txt,1,1,5,2,2,2,2,1,3
102459,Modified+maghemite+nanoparticles+as+an+efficient+adsorbent+for+removing+some+cationic+dyes+from+aqueous+solution_.txt,5,4,3,3,3,2,3,3,2
102460,Decolonization+of+diverse+industrial+dyes+by+some+Phlebia+spp.+and+their+comparison+with+Phaerochaetechrysosporium_.txt,9,10,10,9,9,9,9,9,10
102461,Substratum+phosphorus+accumulation+during+maturation+of+gravel-bed+constructed+wetlands_.txt,10,10,10,9,9,9,10,10,10
102462,Comparison+of+polyurethane+foam+and+biodegradable+polymer+as+carriers_.txt,10,10,10,9,9,9,10,9,9
102463,Structures+of+recombinant+mouse+and+human+NAD%28P%29H%3AQuinone+Oxidoreductases%3A+Species+comparison+and+structural+changes+with+substrate+binding+and+release_.txt,10,10,10,9,9,9,10,10,9
102464,The+Egyptians_.txt,2,2,1,1,2,2,2,3,2
102465,Potential+of+Cassia+fistula+pod-based+absorbent+in+remediating+water+pollutants%3A+An+analytical+study_.txt,1,1,1,2,2,2,1,2,2
102466,Investigating+the+potential+of+intracellular+mineral+inclusions+in+microalgae+as+a+novel+bioremediation+method+for+radioactive+90Sr+water+pollution_.txt,10,10,10,9,9,9,9,9,9
102467,The+biomass+production+and+nutrient+uptake+by+Isochrysis+aff.+galbana+cultured+with+low-cost+alternative+to+the+f%2F2+medium_.txt,10,10,10,9,9,9,10,10,10
102468,Propionic+acid+and+the+phenomenon+of+rodent+forestomach+tumorigenesis%3A+a+review_.txt,1,1,1,2,2,2,2,2,3
102469,Removal+of+Pb%28II%29+from+aqueous+solutions+using+activated+carbon+from+Sea-buckthorn+stones+by+chemical+activation_.txt,10,10,10,9,9,9,10,9,10
102470,Relationship+between+Freely+Suspended+and+Attached+Biomass_.txt,10,10,10,9,9,9,10,10,10
102471,Moclobemide+poisoning%3A+toxicokinetics+and+occurrence+of+serotonin+toxicity_.txt,1,1,1,2,2,2,2,3,2
102472,Isolation+and+characterization+of+a+novel+Bacillus+subtilis+WD23+exhibiting+laccase+activity+from+forest+soil_.txt,10,10,10,9,9,9,10,10,9
102473,Ammonium%2C+nitrate+and+phytoplankton+interactions+in+a+freshwater+tidal+estuarine+zone%3A+potential+effects+of+cultural+eutrophication_.txt,1,1,1,2,1,1,4,3,1
102474,Metathesis+Curing+of+Allylated+Lignin+and+Different+Plant+Oils+for+the+Preparation+of+Thermosetting+Polymer+Films+with+Tunable+Mechanical+Properties_.txt,10,10,10,10,10,10,10,10,10
102475,Properties+of+purified+orange+II+azoreductase%2C+the+enzyme+initiating+azo+dye+degradation+by+Pseudomonas+KF46_.txt,10,10,10,9,9,10,10,10,10
102476,Understanding+interactive+characteristics+of+bioelectricity+generation+and+reductive+decolorization+using+Proteus+hauseri_.txt,1,1,1,2,2,2,2,4,3
102477,Oxygen+Transfer+in+Bubble+Columns+at+Industrially+Relevant+Superficial+Velocities_.txt,9,10,10,9,8,9,8,7,8
102478,Toxicological+studies+on+malachite+green_.txt,10,10,10,9,9,9,10,10,10
102479,Effect+of+light+on+nitrogen+removal+efficiency_.txt,1,1,1,2,2,2,2,3,2
102480,Purification+and+characterization+of+an+oxygen+insensitive+Azoreductase+from+Pseudomonas+aeruginosa_.txt,10,10,10,9,9,9,10,10,10
102481,Mutagenicity+testing+of+some+azo+dyes_.txt,10,10,10,9,9,9,10,10,10
102482,Characterization+of+a+novel+peroxidase+from+Geotrichum+candidum+Dec.+1+involved+in+decolourization+of+dyes_.txt,9,10,9,9,9,9,8,9,9
102483,Biodegradation+of+synthetic+dyes+by+Irpex+lacteus+under+various+growth+conditions_.txt,10,10,10,9,9,9,10,10,10
102484,Decolorization+of+azo%2C+triphenylmethane+and+anthraquinone+dyes+by+a+newly+isolated+Trametes+sp.+SQ01+and+its+laccase_.txt,10,9,10,9,9,9,10,9,9
102485,Isolation+and+screening+of+basidiomycetes+with+high+peroxidative+activity_.txt,10,10,10,9,9,10,9,9,10
102486,Decolorization+and+biodegradation+of+triphenylmethane+dyes+by+a+novel+Rhodococcus+qingshengii+JB301+isolated+from+sawdust_.txt,10,10,10,9,9,9,10,10,10
102487,Enzymatic+and+chemical+approaches+for+the+synthesis+of+racemic+and+enantio-enriched+3-aryloxy-1%2C+2-propanediols_.txt,10,10,10,9,9,10,10,9,10
102488,Decolorization+and+biodegradation+of+azo+dyes+by+some+bacterial+isolates_.txt,1,1,1,2,2,2,2,2,1
102489,Performance+of+anaerobic+treatment+of+blackwater+collected+from+different+toilet+flushing+systems_.txt,10,10,10,9,9,9,10,10,10
102490,Factors+influencing+deterioration+of+denitrification+by+oxygen+entering+an+anoxic+reactor_.txt,9,10,9,9,9,9,9,8,9
102491,Hair+dye+use+and+risk+of+fatal+cancers+in+U.S.+women_.txt,1,1,1,2,2,2,2,2,2
102492,Controlled+and+modulated+release+of+basic+fibroblast+growth+factor_.txt,10,10,10,9,9,9,10,10,10
102493,Thermal-pressure-mediated+hydrolysis+of+Reactive+Blue+19+dye_.txt,10,10,10,9,9,9,10,10,10
102494,Biocatalyst+effects+of+immobilized+anthraquinone+on+the+anaerobic+reduction+of+azo+dyes+by+the+salt-tolerant+bacteria_.txt,1,1,1,2,2,1,1,1,1
102495,Status+epilepticus+in+children%2C+adults%2C+and+the+elderly_.txt,1,1,1,2,2,2,1,2,2
102496,Application+of+multiway+principal+components+analysis+to+nuclear+waste+storage+tank+monitoring_.txt,10,10,10,10,10,9,8,9,9
102497,Suspected+serotonin+syndrome+in+a+patient+being+treated+with+methylene+blue+for+ifosfamide+encephalopathy_.txt,8,10,10,9,9,9,8,2,2
102498,Molecular+characterization+of+binding+of+substrates+and+inhibitors+to+DT-diaphorase%3A+combined+approach+involving+site-directed+mutagenesis%2C+inhibitor-binding+analysis%2C+and+computer+modeling_.txt,10,10,10,9,9,9,9,9,9
102499,Marine+debris+along+the+Florida+Keys+reef+tract-mapping%2C+analysis+and+perception+study_.txt,1,1,1,2,3,2,1,1,2
102500,Denitrification+performance+and+microbial+diversity+in+a+packed-bed+bioreactor+using+PCL+as+carbon+source+and+biofilm+carrier_.txt,10,10,10,9,9,9,9,10,10
102501,Removal+of+nitrate+from+groundwater+by+heterotrophic+denitrification+using+the+solid+carbon+source_.txt,10,10,10,9,9,9,9,10,10
102502,The+removal+of+heavy+metal+ions+from+wastewater%2Faqueous+solution+using+polypyrrole-based+adsorbents%3A+a+review_.txt,10,8,8,8,9,8,10,9,10
102503,Improvement+of+heavy+oil+degradation+by+Rhodococcus+erythropolis+C2_.txt,10,10,10,9,9,9,10,10,10
102504,Synthesis%2C+biological+evaluation+and+pre-formulation+studies+of+n-fused+imidazole+derivatives+as+topoisomerase+II+inhibitors_.txt,10,10,10,10,10,9,9,10,10
102505,White-rot+fungi+and+their+enzymes+for+the+treatment+of+industrial+dye+effluents_.txt,3,3,8,2,2,2,3,2,3
102506,Reaction+engineering+aspects+of+nitrilase+from+Alcaligenes+faecalis+MTCC+126_.txt,10,10,10,9,9,9,10,10,10
102507,Electrolyte+effect+on+hydrolysed+reactive+dye+binding+to+quaternized+cellulose_.txt,10,10,10,9,9,9,10,9,9
102508,Activated+carbon+derived+from+Azolla+filiculoides+fern%3A+a+high-adsorption-capacity+adsorbent+for+residual+ampicillin+in+pharmaceutical+wastewater_.txt,10,10,10,9,9,9,10,10,10
102509,Isolation+and+characterization+of+Pseudomonas+otitidis+WL-13+and+its+capacity+to+decolorize+triphenylmethane+dyes_.txt,1,1,1,2,2,2,1,2,2
102510,Screening+of+white+rot+fungi+for+the+treatment+of+olive+mill+wastewaters_.txt,10,10,10,9,9,9,10,10,10
102511,Tensor+decomposition+of+hyperspectral+images+to+study+autofluorescence+in+age-related+macular+degeneration_.txt,10,10,10,9,9,9,10,9,9
102512,Serotonin+toxicity+%28syndrome%29._.txt,10,10,10,2,7,8,7,5,7
102513,Potential+of+bacteria+for+biological+decolorization+and+degradation+of+synthetic+dyes.+Recen._.txt,10,10,10,9,9,9,10,10,10
102514,Orange+peel+as+an+adsorbent+in+the+removal+of+acid+violet+17+%28acid+dye%29+from+aqueous+solutions_.txt,10,10,10,9,9,9,10,10,10
102515,Major+status+epilepticus.+A+series+of+42+patients_.txt,1,2,1,2,1,2,2,2,2
102516,Factors+for+Conversion_.txt,1,1,1,2,2,2,1,1,1
102517,Development+of+a+biodegradable+scaffold+with+interconnected+pores+by+heat+fusion+and+its+application+to+bone+tissue+engineering_.txt,10,10,10,9,9,9,10,10,9
102518,Second+primary+malignancies+following+salivary+gland+cancers_.txt,10,10,10,8,9,9,3,2,2
102519,Molecular+evolution+studies+using+Pseudomonas+aeruginosa+lipase+as+a+model+enzyme_.txt,10,10,10,10,10,9,10,10,10
102520,Adsorptive+and+photocatalytic+removal+of+reactive+dyes+by+silver+nanoparticle+-+colemanite+ore+waste_.txt,1,8,2,3,2,2,2,3,3
102521,Amination+of+Biorefinery+Technical+Lignin+by+Mannich+Reaction+for+Preparing+Highly+Efficient+Nitrogen+Fertilizer_.txt,10,10,10,9,9,9,9,10,10
102522,J.+Biol.+Chem.%2C+188%2C+177+%281946%29_.txt,1,1,1,1,1,0,1,1,1
102523,Peptone-induced+biodecolorization+of+Reactive+Brilliant+blue+%28KN-R%29+by+Rhodocycus+gelatinosus+XL-1_.txt,10,10,10,9,9,9,10,10,10
102524,Application+of+artificial+intelligence+for+chemical+inference.+I.+The+number+of+possible+organic+compounds.+acyclic+structures+containing+C%2C+H%2C+O%2C+and+N_.txt,10,10,10,8,8,8,2,8,5
102525,Enhanced+desorption+of+persistent+organic+pollutants+from+microplastics+under+simulated+physiological+conditions_.txt,10,10,10,10,9,9,10,10,10
102526,Drugs+causing+non-convulsive+status+epilepticus_.txt,1,1,1,2,2,2,2,1,1
102527,Application+of+a+Toxicity+Identification+Evaluation+for+a+Sample+of+Effluent+Discharged+from+a+Dyeing+Factory+in+Hong+Kong_.txt,1,1,1,2,2,2,1,2,4
