temperature,duration,pH,source_file,type_of_dye,type_of_fungi,concentration_of_dye,concentration_of_fungi,method_of_agitation,decolorization_result,additional_information,fungal_form
4°C,36 h,5.0,Dye+decolorization+and+detoxification+by+laccase+immobilized+on+porous+glass+beads_.csv,Dispersed blue 3,Trametes versicolor,not specified,/C243 U/ml,none specified,high decolorization rate,decolorization mainly by enzymatic degradation,whole fungi
4°C,36 h,5.0,Dye+decolorization+and+detoxification+by+laccase+immobilized+on+porous+glass+beads_.csv,Acid blue 74,Trametes versicolor,not specified,/C243 U/ml,none specified,high decolorization rate,decolorization mainly by enzymatic degradation,whole fungi
4°C,36 h,5.0,Dye+decolorization+and+detoxification+by+laccase+immobilized+on+porous+glass+beads_.csv,Acid red 27,Trametes versicolor,not specified,/C243 U/ml,none specified,moderate decolorization rate,less efficient than anthraquinone dyes,whole fungi
4°C,36 h,5.0,Dye+decolorization+and+detoxification+by+laccase+immobilized+on+porous+glass+beads_.csv,Reactive black 5,Trametes versicolor,not specified,/C243 U/ml,none specified,permanent adsorption occurred,laccase inactivated during the process,whole fungi
room temperature,10 min,7.5,Development+of+a+classification+scheme+using+a+secondary+and+tertiary..._.csv,Methyl Red,not applicable,20 μM,not applicable,gentle shaking,zone of clearing observed,Assay performed in two different trays with NADH and NADPH.,not applicable
25 °C,not specified,7.0,Development+of+a+classification+scheme+using+a+secondary+and+tertiary..._.csv,Methyl Red,not applicable,20 μM,not applicable,not specified,high specific activity observed,Initial specific azoreductase activity was 0.003 U/mg. A 3-step purification process achieved over 200-fold purification.,not applicable
25 °C,not specified,7.0,Development+of+a+classification+scheme+using+a+secondary+and+tertiary..._.csv,Methyl Red,not applicable,20 μM,not applicable,not specified,Vmax of 29 ± 5 μmol/min/mg,Kinetic parameters showed a Km of 11 μM for Methyl Red.,not applicable
25 °C,not specified,7.0,Development+of+a+classification+scheme+using+a+secondary+and+tertiary..._.csv,Methyl Red,not applicable,20 μM,not applicable,not specified,no activity observed,No azoreductase activity was observed for Direct Blue 15 and Tartrazine.,not applicable
37 °C,20 min,7.0,Development+of+a+classification+scheme+using+a+secondary+and+tertiary..._.csv,not applicable,E. faecalis,2 mM,not applicable,not specified,not specified,Used for growth and production of azoreductase.,whole fungi
30 °C,8 h,4.5,Induction+of+ligninolytic+enzyme+production+by+Dichomitus+squalens+on+various+types+of+immobilization+support_.csv,Remazol Brilliant Blue R,Ceriporiopsis subvermispora,50 mg L−1,,shaking,80%,Enzyme mixture from BWCM,mycelium
30 °C,12 h,4.5,Induction+of+ligninolytic+enzyme+production+by+Dichomitus+squalens+on+various+types+of+immobilization+support_.csv,Copper(II) phthalocyanine,Ceriporiopsis subvermispora,50 mg L−1,,shaking,60%,Enzyme mixture from BWCM,mycelium
30 °C,8 h,4.5,Induction+of+ligninolytic+enzyme+production+by+Dichomitus+squalens+on+various+types+of+immobilization+support_.csv,Remazol Brilliant Blue R,Ceriporiopsis subvermispora,50 mg L−1,,shaking,60%,Enzyme mixture from OLM,mycelium
30 °C,12 h,4.5,Induction+of+ligninolytic+enzyme+production+by+Dichomitus+squalens+on+various+types+of+immobilization+support_.csv,Copper(II) phthalocyanine,Ceriporiopsis subvermispora,50 mg L−1,,shaking,60%,Enzyme mixture from OLM,mycelium
30°C,24 hours,5.0,The+evaluation+of+white+rot+fungi+in+the+decoloration+of+textile+dyes_.csv,Amaranth,Trametes versicolor,50 ppm,not specified,static,complete,,mycelial pellets
30°C,1 hour,5.0,The+evaluation+of+white+rot+fungi+in+the+decoloration+of+textile+dyes_.csv,Amaranth,Trametes versicolor,50 ppm,not specified,agitated (200 rpm),complete,,mycelial pellets
30°C,20 days,not specified,The+evaluation+of+white+rot+fungi+in+the+decoloration+of+textile+dyes_.csv,Amaranth,Bjerkandera sp. BOS55,50 ppm,not specified,static,8%,Dye sorption occurred,mycelial mats
30°C,1 hour,5.0,The+evaluation+of+white+rot+fungi+in+the+decoloration+of+textile+dyes_.csv,Remazol Black B,Trametes versicolor,60 ppm,not specified,agitated (200 rpm),complete,No visible sorption,mycelial pellets
30°C,20 days,not specified,The+evaluation+of+white+rot+fungi+in+the+decoloration+of+textile+dyes_.csv,Tropaeolin O,Trametes versicolor,20 ppm,not specified,static,no decolorization,Sorption occurred,mycelial mats
30°C,2 hours,5.0,The+evaluation+of+white+rot+fungi+in+the+decoloration+of+textile+dyes_.csv,Reactive Blue,Trametes versicolor,20 ppm,not specified,agitated (200 rpm),no decolorization,,mycelial pellets
room temperature,10 days,not specified,Decolorization+of+azo+dyes+in+a+sequential+anaerobic-aerobic+system_.csv,Nylosan yellow E2RL SGR,Trichosporon sp.,60 mg/L,1.5 x 10^3 CFU/mL,static conditions,approximately 50%,Measured absorbance reflecting color removal.,whole fungi
room temperature,10 days,not specified,Decolorization+of+azo+dyes+in+a+sequential+anaerobic-aerobic+system_.csv,Nylosan yellow E2RL SGR,Galactomyces sp.,60 mg/L,2.5 x 10^3 - 3.5 x 10^3 CFU/mL,static conditions,14%,Measured absorbance reflecting color removal.,whole fungi
room temperature,10 days,not specified,Decolorization+of+azo+dyes+in+a+sequential+anaerobic-aerobic+system_.csv,Nylosan yellow E2RL SGR,Elizabethkingia miricola,60 mg/L,not specified,static conditions,nearly 70%,Measured absorbance reflecting color removal.,whole fungi
room temperature,10 days,not specified,Decolorization+of+azo+dyes+in+a+sequential+anaerobic-aerobic+system_.csv,Nylosan yellow E2RL SGR,M. morganii,60 mg/L,not specified,static conditions,approximately 50%,Measured absorbance reflecting color removal.,whole fungi
room temperature,10 days,not specified,Decolorization+of+azo+dyes+in+a+sequential+anaerobic-aerobic+system_.csv,Nylosan yellow E2RL SGR,C. testosteroni,60 mg/L,not specified,static conditions,approximately 50%,Measured absorbance reflecting color removal.,whole fungi
22-26 °C,not specified,varied,Decolorization+of+azo+dyes+in+a+sequential+anaerobic-aerobic+system_.csv,Nylosan yellow E2RL SGR,not specified,not specified,not specified,not specified,Up to 94% post ultrafiltration,Ultrafiltration treatment efficiency.,not specified
22-26 °C,100 days,varied,Decolorization+of+azo+dyes+in+a+sequential+anaerobic-aerobic+system_.csv,Nylosan yellow E2RL SGR,not specified,not specified,not specified,"shaking, stirring","Mean efficiency over periods A, B and C varied",Measured COD and dye concentration change.,not specified
30 °C,9 days,not specified,Electron+transfer+between+liver+microsomal+cytochrome+b5+and+cytochrome+p450+in+the+azoreductase+reaction_.csv,orange G,Thelephora sp.,50 µM,10^5 spores/ml,shaking,33.3%,,mycelium
30 °C,8 h,not specified,Electron+transfer+between+liver+microsomal+cytochrome+b5+and+cytochrome+p450+in+the+azoreductase+reaction_.csv,congo red,Thelephora sp.,50 µM,10^5 spores/ml,shaking,97.1%,,mycelium
30 °C,24 h,not specified,Electron+transfer+between+liver+microsomal+cytochrome+b5+and+cytochrome+p450+in+the+azoreductase+reaction_.csv,amido black 10B,Thelephora sp.,25 µM,10^5 spores/ml,shaking,98.8%,,mycelium
37 °C,not specified,4.5,Electron+transfer+between+liver+microsomal+cytochrome+b5+and+cytochrome+p450+in+the+azoreductase+reaction_.csv,orange G,Thelephora sp.,50 µM,10^5 spores/ml,not specified,19.0% (using laccase at 15 U/ml),,mycelium
37 °C,not specified,4.5,Electron+transfer+between+liver+microsomal+cytochrome+b5+and+cytochrome+p450+in+the+azoreductase+reaction_.csv,congo red,Thelephora sp.,50 µM,10^5 spores/ml,not specified,12.0% (using laccase),,mycelium
37 °C,not specified,4.5,Electron+transfer+between+liver+microsomal+cytochrome+b5+and+cytochrome+p450+in+the+azoreductase+reaction_.csv,amido black 10B,Thelephora sp.,25 µM,10^5 spores/ml,not specified,15.0% (using laccase),,mycelium
39 °C,3 days,4.5,Electron+transfer+between+liver+microsomal+cytochrome+b5+and+cytochrome+p450+in+the+azoreductase+reaction_.csv,dye industry effluent,Thelephora sp.,not specified,10^5 spores/ml,batch mode,61%,,mycelium
not specified,7 days,4.5,Electron+transfer+between+liver+microsomal+cytochrome+b5+and+cytochrome+p450+in+the+azoreductase+reaction_.csv,dye industry effluent,Thelephora sp.,not specified,10^5 spores/ml,continuous mode,50%,,mycelium
30°C,1.5 days,6.5,Characterization+of+optimal+pH%2C+temperature+and+carbon+source+utilization+of+enzyme+for+dye+biodegradation_.csv,amido black,A. orientalis,10 µg/ml,High cell density,shaking,Visible color change from blue to violet,Rapid decolorization observed,whole fungi
30°C,less than 1 hour,6.5,Characterization+of+optimal+pH%2C+temperature+and+carbon+source+utilization+of+enzyme+for+dye+biodegradation_.csv,brilliant green,A. orientalis,10 µg/ml,High cell density,shaking,Colorless derivatives,Decolorization completed rapidly,whole fungi
37°C,60 minutes,6.5,Characterization+of+optimal+pH%2C+temperature+and+carbon+source+utilization+of+enzyme+for+dye+biodegradation_.csv,crystal violet,A. orientalis,10 µg/ml,High cell density,shaking,Significant reduction in dye concentration,Monitoring via TLC revealed multiple bands,whole fungi
37°C,3 days,6.5,Characterization+of+optimal+pH%2C+temperature+and+carbon+source+utilization+of+enzyme+for+dye+biodegradation_.csv,combined triphenylmethane dyes,A. orientalis,10 µg/ml each,High cell density,shaking,Complete mineralization,"Dyes included crystal violet, brilliant green, malachite green, basic fuchsin",whole fungi
37°C,3 days,7.0,Characterization+of+optimal+pH%2C+temperature+and+carbon+source+utilization+of+enzyme+for+dye+biodegradation_.csv,crystal violet,"combined clones (SlivCV2, SlivCV4, SlivCV6)",10 µg/ml,High cell density,shaking,Complete mineralization,Requires all three clones for complete degradation,whole fungi
30°C,,,Characterization+of+optimal+pH%2C+temperature+and+carbon+source+utilization+of+enzyme+for+dye+biodegradation_.csv,crystal violet (decolorized supernatant),A. orientalis,10 µg/ml,High cell density,not applicable,Complete detoxification indicated,Assessed by monitoring growth of E. coli,whole fungi
30 °C,incubated until decolorization,7±0.2,Assessment+of+biological+decolorization+and+degradation+of+sulfonated+di-azo+dye+acid+maroon+V+by+isolated+bacterial+consortium+EDPA_.csv,Acid Maroon V,Enterobacter dissolvens,100 mg l-1,10% (v/v) inoculum of 0.5 OD 600,static conditions,119.34±7.4 U ml-1 azoreductase activity,Crude extracts yielded 528.8 mg of protein.,whole fungi
30 °C,incubated until decolorization,7±0.2,Assessment+of+biological+decolorization+and+degradation+of+sulfonated+di-azo+dye+acid+maroon+V+by+isolated+bacterial+consortium+EDPA_.csv,Acid Maroon V,Pseudomonas aeruginosa,100 mg l-1,10% (v/v) inoculum of 0.5 OD 600,static conditions,51.58±2.8 U ml-1 azoreductase activity,Crude extracts yielded 359 mg of protein.,whole fungi
30 °C,4 minutes pre‑incubation + assay time,7,Assessment+of+biological+decolorization+and+degradation+of+sulfonated+di-azo+dye+acid+maroon+V+by+isolated+bacterial+consortium+EDPA_.csv,Methyl Red,Enterobacter dissolvens,24 µM,,,287.07±12 U ml-1 azoreductase activity,Assessed using UV-visible spectrophotometer.,whole fungi
30 °C,4 minutes pre‑incubation + assay time,7,Assessment+of+biological+decolorization+and+degradation+of+sulfonated+di-azo+dye+acid+maroon+V+by+isolated+bacterial+consortium+EDPA_.csv,Methyl Red,Pseudomonas aeruginosa,24 µM,,,205.33±8 U ml-1 azoreductase activity,Assessed using UV-visible spectrophotometer.,whole fungi
30 °C,1 mM NADH concentration,7,Assessment+of+biological+decolorization+and+degradation+of+sulfonated+di-azo+dye+acid+maroon+V+by+isolated+bacterial+consortium+EDPA_.csv,Methyl Red,Enterobacter dissolvens,24 µM,,,318.57±4.8 U ml-1 azoreductase activity,NADH concentration affected azoreductase activity.,whole fungi
30°C,multiple assays,7,Assessment+of+biological+decolorization+and+degradation+of+sulfonated+di-azo+dye+acid+maroon+V+by+isolated+bacterial+consortium+EDPA_.csv,Acid Maroon V,Enterobacter dissolvens,100 mg l-1,,idling,Various activities noted,Different assay conditions explored.,whole fungi
30°C,4 days,6.5,Studies+on+the+production+of+enzymes+by+white-rot+fungi+for+the+decolourisation+of+textile+dyes_.csv,Acid orange 7,P. chrysosporium,50 µM,10^5 spores/ml,shaking,94.8%,Control value = OD 0.214 at 497nm,mycelium
30°C,4 days,6.5,Studies+on+the+production+of+enzymes+by+white-rot+fungi+for+the+decolourisation+of+textile+dyes_.csv,Acid orange 7,S. commune,50 µM,10^5 spores/ml,shaking,96.7%,Control value = OD 0.214 at 497nm,mycelium
30°C,4 days,6.5,Studies+on+the+production+of+enzymes+by+white-rot+fungi+for+the+decolourisation+of+textile+dyes_.csv,Acid orange 7,L. eximia,50 µM,10^5 spores/ml,shaking,95.5%,Control value = OD 0.214 at 497nm,mycelium
30°C,4 days,6.5,Studies+on+the+production+of+enzymes+by+white-rot+fungi+for+the+decolourisation+of+textile+dyes_.csv,Methyl red,P. chrysosporium,50 µM,10^5 spores/ml,shaking,92.2%,Control value: OD 0.220 at 465nm,mycelium
30°C,4 days,6.5,Studies+on+the+production+of+enzymes+by+white-rot+fungi+for+the+decolourisation+of+textile+dyes_.csv,Methyl red,S. commune,50 µM,10^5 spores/ml,shaking,98.5%,Control value: OD 0.220 at 465nm,mycelium
30°C,4 days,6.5,Studies+on+the+production+of+enzymes+by+white-rot+fungi+for+the+decolourisation+of+textile+dyes_.csv,Methyl red,L. eximia,50 µM,10^5 spores/ml,shaking,96.0%,Control value: OD 0.220 at 465nm,mycelium
30°C,4 days,6.5,Studies+on+the+production+of+enzymes+by+white-rot+fungi+for+the+decolourisation+of+textile+dyes_.csv,Evans blue,P. chrysosporium,50 µM,10^5 spores/ml,shaking,90.2%,Control value = OD 0.225 at 503 nm,mycelium
30°C,4 days,6.5,Studies+on+the+production+of+enzymes+by+white-rot+fungi+for+the+decolourisation+of+textile+dyes_.csv,Evans blue,S. commune,50 µM,10^5 spores/ml,shaking,97.4%,Control value = OD 0.225 at 503 nm,mycelium
30°C,4 days,6.5,Studies+on+the+production+of+enzymes+by+white-rot+fungi+for+the+decolourisation+of+textile+dyes_.csv,Evans blue,L. eximia,50 µM,10^5 spores/ml,shaking,95.5%,Control value = OD 0.225 at 503 nm,mycelium
30°C,2 days,Unknown,Biodegradation+of+azo+and+triphenylmethane+dyes+by+Amycolatopsis+orientalis_.csv,Amido Black,Amycolatopsis orientalis SY6,10 µg/ml,High density,Shaking,Visible color change from blue to violet,Decolorization monitored spectrophotometrically,Mycelial
30°C,1 hour,Unknown,Biodegradation+of+azo+and+triphenylmethane+dyes+by+Amycolatopsis+orientalis_.csv,Brilliant Green,Amycolatopsis orientalis SY6,10 µg/ml,High density,Shaking,Decolorized to colorless derivatives,Result confirmed within one hour,Mycelial
37°C,60 min,Unknown,Biodegradation+of+azo+and+triphenylmethane+dyes+by+Amycolatopsis+orientalis_.csv,Combined triphenylmethane dyes (crystal violet + brilliant green + basic fuchsin + malachite green),Amycolatopsis orientalis SY6,10 µg/ml each,High density,Shaking,66% decolorization,All triphenylmethane dyes were effectively decolorized,Mycelial
37°C,Prolonged,7.0,Biodegradation+of+azo+and+triphenylmethane+dyes+by+Amycolatopsis+orientalis_.csv,Amido Black,Amycolatopsis orientalis SY6,50 µg/ml,High density,Not specified,No decolorization beyond 30 µg/ml,Limit on decolorization capacity observed,Mycelial
30°C,under 60 min.,na,Cloning+of+a+Duganella+sp.+gene+encoding+for+a+synthase_.csv,crystal violet,Amycolatopsis orientalis SY6,10 µg/ml,na,shaking,complete decolorization,Observed decolorization within 5 minutes.,mycelial
30°C,just under 2 days,na,Cloning+of+a+Duganella+sp.+gene+encoding+for+a+synthase_.csv,amido black,Amycolatopsis orientalis SY6,10 µg/ml,na,shaking,color change from blue to violet,Color not fully removed.,mycelial
30°C,under 1 hour,na,Cloning+of+a+Duganella+sp.+gene+encoding+for+a+synthase_.csv,brilliant green,Amycolatopsis orientalis SY6,10 µg/ml,na,shaking,decolorized to colorless derivatives,na,mycelial
37°C,3 days,7.0,Cloning+of+a+Duganella+sp.+gene+encoding+for+a+synthase_.csv,combined triphenylmethane dyes,Amycolatopsis orientalis SY6,"10 µg/ml each of crystal violet, brilliant green, basic fuchsin, malachite green",na,shaking,complete decolorization,Dyes were removed completely.,mycelial
37°C,60 min.,na,Cloning+of+a+Duganella+sp.+gene+encoding+for+a+synthase_.csv,crystal violet,Rhodococcus erythropolis SQ1,10 µg/ml,na,shaking,significant decolorization,TLC showed similar patterns to Amycolatopsis orientalis SY6.,na
37°C,60 min.,na,Cloning+of+a+Duganella+sp.+gene+encoding+for+a+synthase_.csv,crystal violet,Mycobacterium smegmatis mc2 155,10 µg/ml,na,shaking,similar results to R. erythropolis SQ1,na,na
30°C,5 min,Not specified,Novel+pathway+for+degradation+of+crystal+violet+by+Mycobacterium+smegmatis_.csv,Crystal violet,Amycolatopsis orientalis SY6,10 µg/ml,Not specified,None specified,Visible clearing observed,Rapid degradation observed within 5 minutes,Whole fungi
30°C,10 min,Not specified,Novel+pathway+for+degradation+of+crystal+violet+by+Mycobacterium+smegmatis_.csv,Crystal violet,Amycolatopsis orientalis SY6,10 µg/ml,Not specified,None specified,Dramatic decrease in intensity,TLC showed four main bands,Whole fungi
30°C,20 min,Not specified,Novel+pathway+for+degradation+of+crystal+violet+by+Mycobacterium+smegmatis_.csv,Crystal violet,Amycolatopsis orientalis SY6,10 µg/ml,Not specified,None specified,Dramatic decrease in intensity,TLC showed stability of lower bands,Whole fungi
30°C,30 min,Not specified,Novel+pathway+for+degradation+of+crystal+violet+by+Mycobacterium+smegmatis_.csv,Crystal violet,Amycolatopsis orientalis SY6,10 µg/ml,Not specified,None specified,No residual dye visible,TLC confirmed extreme degradation,Whole fungi
